"id","installation_id","device_id","temperature","humidity","number_people","measured_at","tvoc","co2"
1041493,3,9,"27","55",-4,"2025-01-21 18:56:34","0","0"
1041491,3,9,"26.9","54",-4,"2025-01-21 18:56:19","0","0"
1041489,3,9,"26.9","53",-4,"2025-01-21 18:56:04","0","0"
1041487,3,9,"27","53",-4,"2025-01-21 18:55:49","0","0"
