"id","installation_id","device_id","temperature","humidity","number_people","measured_at","tvoc","co2"
1041172,3,9,"26.5","57",-6,"2025-01-21 18:15:54","0","0"
1041170,3,9,"26.6","57",-6,"2025-01-21 18:15:39","0","0"
1041168,3,9,"26.6","55",-6,"2025-01-21 18:15:24","0","0"
1041166,3,9,"26.7","55",-6,"2025-01-21 18:15:09","0","0"
1041164,3,9,"0","0",-6,"2025-01-21 18:14:54","0","0"
