"id","installation_id","device_id","temperature","humidity","number_people","measured_at","tvoc","co2"
1041513,3,9,"27","57",-5,"2025-01-21 18:59:04","0","0"
1041511,3,9,"27","56",-5,"2025-01-21 18:58:49","0","0"
1041509,3,9,"26.9","55",-4,"2025-01-21 18:58:34","0","0"
1041507,3,9,"26.9","55",-4,"2025-01-21 18:58:19","0","0"
1041505,3,9,"26.9","55",-4,"2025-01-21 18:58:04","0","0"
