"id","installation_id","device_id","temperature","humidity","number_people","measured_at","tvoc","co2"
1041194,3,9,"26.9","57",-5,"2025-01-21 18:18:39","0","0"
1041192,3,9,"0","0",-6,"2025-01-21 18:18:24","0","0"
1041190,3,9,"26.8","56",-6,"2025-01-21 18:18:09","0","0"
1041188,3,9,"26.9","56",-6,"2025-01-21 18:17:54","0","0"
1041186,3,9,"0","0",-6,"2025-01-21 18:17:39","0","0"
