"id","installation_id","device_id","temperature","humidity","number_people","measured_at","tvoc","co2"
1052047,10,28,"26.1","61",16,"2025-01-22 17:46:00","0","0"
1052046,10,28,"26.4","60",16,"2025-01-22 17:45:45","0","0"
1052045,10,28,"26","59",16,"2025-01-22 17:45:30","0","0"
1052044,10,28,"25.9","58",16,"2025-01-22 17:45:15","0","0"
