"id","installation_id","device_id","temperature","humidity","number_people","measured_at","tvoc","co2"
1052137,10,28,"26.6","62",20,"2025-01-22 18:08:51","11","478"
1052136,10,28,"26.1","62",20,"2025-01-22 18:08:36","10","470"
1052135,10,28,"0","0",19,"2025-01-22 18:08:21","12","483"
