"id","installation_id","device_id","temperature","humidity","number_people","measured_at","tvoc","co2"
1051973,10,28,"26.5","66",12,"2025-01-22 17:27:11","0","0"
1051972,10,28,"26.3","64",13,"2025-01-22 17:26:55","0","0"
1051971,10,28,"26.6","64",12,"2025-01-22 17:26:41","0","0"
1051970,10,28,"26.8","64",13,"2025-01-22 17:26:25","0","0"
