"id","installation_id","device_id","temperature","humidity","number_people","measured_at","tvoc","co2"
1052058,10,28,"26.4","62",17,"2025-01-22 17:49:06","0","0"
1052057,10,28,"26","62",17,"2025-01-22 17:48:51","0","0"
1052056,10,28,"26.7","62",17,"2025-01-22 17:48:36","0","0"
1052055,10,28,"25.9","60",17,"2025-01-22 17:48:21","0","0"
